season,team,PTS40,OP_PTS40,PTS,OP_PTS,3P%,OP_3P%,2P%,OP_2P%,FT%,3PR,OP_3PR,FTR,OP_FTR,OREB%,DREB%,ASTR,OP_ASTR,TOVR,OP_TOVR,PFR,PFDR,AST-TOV_R,OP_AST-TOV_R,STLR,OP_STLR,BLKR,OP_BLKR,PACE,ORtg,DRtg,NETRtg,eFG%,OP_eFG%,TS%,OP_TS%,game_id,round,location,OP_team,win
2016,BAS,85.0,84.0,85,84,31.57894736842105,34.78260869565217,65.0,50.0,65.21739130434783,32.20338983050848,34.32835820895522,38.983050847457626,28.35820895522388,50.0,66.66666666666667,50.0,50.0,26.93965517241379,14.816810344827584,29.633620689655167,32.32758620689655,0.8,1.3636363636363635,4.0409482758620685,12.122844827586205,4.545454545454546,2.5,74.24000000000001,114.4935344827586,113.14655172413792,1.3469827586206833,59.32203389830509,50.74626865671642,61.48726851851851,55.732484076433124,2016_1_BAS_EFS,1,home_team,EFS,True
2016,EFS,84.0,85.0,84,85,34.78260869565217,31.57894736842105,50.0,65.0,84.21052631578948,34.32835820895522,32.20338983050848,28.35820895522388,38.983050847457626,33.333333333333336,50.0,50.0,50.0,14.816810344827584,26.93965517241379,33.67456896551724,28.28663793103448,1.3636363636363635,0.8,12.122844827586205,4.0409482758620685,2.5,4.545454545454546,74.24000000000001,113.14655172413792,114.4935344827586,-1.3469827586206833,50.74626865671642,59.32203389830509,55.732484076433124,61.48726851851851,2016_1_BAS_EFS,1,away_team,BAS,False
2016,FNR,67.0,66.0,67,66,50.0,26.923076923076923,35.0,52.94117647058823,78.26086956521739,25.925925925925927,43.333333333333336,42.592592592592595,15.0,20.0,78.78787878787878,76.19047619047619,68.0,13.424821002386633,16.40811455847255,22.374701670644388,35.79952267303102,1.7777777777777777,1.5454545454545454,7.458233890214797,7.458233890214797,2.9411764705882355,15.0,67.04,99.94033412887828,98.44868735083531,1.4916467780429628,45.370370370370374,47.5,52.24578914535246,51.594746716697934,2016_1_FNR_BAM,1,home_team,BAM,True
2016,BAM,66.0,67.0,66,67,26.923076923076923,50.0,52.94117647058823,35.0,100.0,43.333333333333336,25.925925925925927,15.0,42.592592592592595,21.21212121212121,80.0,68.0,76.19047619047619,16.40811455847255,13.424821002386633,35.79952267303102,20.88305489260143,1.5454545454545454,1.7777777777777777,7.458233890214797,7.458233890214797,15.0,2.9411764705882355,67.04,98.44868735083531,99.94033412887828,-1.4916467780429628,47.5,45.370370370370374,51.594746716697934,52.24578914535246,2016_1_FNR_BAM,1,away_team,FNR,False
2016,GAL,84.0,109.0,84,109,37.5,54.54545454545455,50.0,69.04761904761905,61.904761904761905,35.294117647058826,34.375,30.88235294117647,26.5625,18.42105263157895,75.0,61.29032258064516,60.97560975609756,12.444001991040318,18.66600298656048,18.66600298656048,26.13240418118467,1.9,1.6666666666666667,11.199601791936287,4.9776007964161275,7.142857142857143,9.090909090909092,80.36,104.52961672473867,135.63962170233947,-31.110004977600795,52.205882352941174,73.4375,54.375970999482135,76.24510352546166,2016_1_GAL_CSK,1,home_team,CSK,False
2016,CSK,109.0,84.0,109,84,54.54545454545455,37.5,69.04761904761905,50.0,88.23529411764706,34.375,35.294117647058826,26.5625,30.88235294117647,25.0,81.57894736842105,60.97560975609756,61.29032258064516,18.66600298656048,12.444001991040318,27.3768043802887,16.177202588352415,1.6666666666666667,1.9,4.9776007964161275,11.199601791936287,9.090909090909092,7.142857142857143,80.36,135.63962170233947,104.52961672473867,31.110004977600795,73.4375,52.205882352941174,76.24510352546166,54.375970999482135,2016_1_GAL_CSK,1,away_team,GAL,True
2016,KAZ,63.0,69.0,63,69,47.36842105263158,38.095238095238095,39.53488372093023,41.86046511627907,100.0,30.64516129032258,32.8125,3.225806451612903,17.1875,35.294117647058826,69.23076923076923,65.38461538461539,76.92307692307692,22.434938677834282,16.45228836374514,26.92192641340114,13.46096320670057,1.1333333333333333,1.8181818181818181,4.486987735566856,14.956625785222855,11.627906976744185,2.3255813953488373,66.86,94.22674244690398,103.2007179180377,-8.973975471133713,49.193548387096776,46.875,50.095419847328245,50.11621150493899,2016_1_KAZ_BAR,1,home_team,BAR,False
2016,BAR,69.0,63.0,69,63,38.095238095238095,47.36842105263158,41.86046511627907,39.53488372093023,81.81818181818181,32.8125,30.64516129032258,17.1875,3.225806451612903,30.76923076923077,64.70588235294117,76.92307692307692,65.38461538461539,16.45228836374514,22.434938677834282,13.46096320670057,26.92192641340114,1.8181818181818181,1.1333333333333333,14.956625785222855,4.486987735566856,2.3255813953488373,11.627906976744185,66.86,103.2007179180377,94.22674244690398,8.973975471133713,46.875,49.193548387096776,50.11621150493899,50.095419847328245,2016_1_KAZ_BAR,1,away_team,KAZ,True
2016,MIL,99.0,97.0,99,97,40.90909090909091,41.666666666666664,57.142857142857146,58.53658536585366,80.0,30.985915492957748,36.92307692307692,28.169014084507044,36.92307692307692,37.142857142857146,65.625,78.37837837837837,44.11764705882353,11.814124442110788,15.752165922814386,27.566290364925173,27.566290364925173,3.2222222222222223,1.25,7.876082961407193,3.9380414807035966,7.317073170731708,6.122448979591836,76.18,129.9553688632187,127.33000787608295,2.6253609871357497,58.45070422535211,60.0,62.03007518796993,64.18740074113288,2016_1_MIL_MTA,1,home_team,MTA,True
2016,MTA,97.0,99.0,97,99,41.666666666666664,40.90909090909091,58.53658536585366,57.142857142857146,79.16666666666667,36.92307692307692,30.985915492957748,36.92307692307692,28.169014084507044,34.375,62.857142857142854,44.11764705882353,78.37837837837837,15.752165922814386,11.814124442110788,27.566290364925173,27.566290364925173,1.25,3.2222222222222223,3.9380414807035966,7.876082961407193,6.122448979591836,7.317073170731708,76.18,127.33000787608295,129.9553688632187,-2.6253609871357497,60.0,58.45070422535211,64.18740074113288,62.03007518796993,2016_1_MIL_MTA,1,away_team,MIL,False
2016,PAO,84.0,76.0,84,76,33.333333333333336,26.08695652173913,56.666666666666664,50.0,66.66666666666667,50.0,34.32835820895522,50.0,23.880597014925375,31.57894736842105,53.84615384615385,48.148148148148145,32.142857142857146,14.060742407199099,21.091113610798647,28.121484814398197,36.55793025871766,1.3,0.6,7.030371203599549,7.030371203599549,9.090909090909092,0.0,71.12,118.11023622047243,106.86164229471315,11.24859392575928,53.333333333333336,46.26865671641791,57.377049180327866,51.32360886007563,2016_1_PAO_ZAL,1,home_team,ZAL,True
2016,ZAL,76.0,84.0,76,84,26.08695652173913,33.333333333333336,50.0,56.666666666666664,87.5,34.32835820895522,50.0,23.880597014925375,50.0,46.15384615384615,68.42105263157895,32.142857142857146,48.148148148148145,21.091113610798647,14.060742407199099,36.55793025871766,28.121484814398197,0.6,1.3,7.030371203599549,7.030371203599549,0.0,9.090909090909092,71.12,106.86164229471315,118.11023622047243,-11.24859392575928,46.26865671641791,53.333333333333336,51.32360886007563,57.377049180327866,2016_1_PAO_ZAL,1,away_team,PAO,False
2016,RED,70.0,73.0,70,73,33.333333333333336,21.05263157894737,58.97435897435897,60.0,46.15384615384615,31.57894736842105,32.20338983050848,22.80701754385965,23.728813559322035,28.125,80.0,58.62068965517241,42.857142857142854,22.87675150128682,15.727766657134687,32.8853302830998,27.166142407778096,1.0625,1.0909090909090908,5.719187875321705,12.868172719473835,12.5,2.5641025641025643,69.94,100.08578781812983,104.37517872462111,-4.289390906491278,56.14035087719298,50.847457627118644,55.80357142857143,56.01596071209331,2016_1_RED_DAR,1,home_team,DAR,False
2016,DAR,73.0,70.0,73,70,21.05263157894737,33.333333333333336,60.0,58.97435897435897,92.85714285714286,32.20338983050848,31.57894736842105,23.728813559322035,22.80701754385965,20.0,71.875,42.857142857142854,58.62068965517241,15.727766657134687,22.87675150128682,27.166142407778096,32.8853302830998,1.0909090909090908,1.0625,12.868172719473835,5.719187875321705,2.5641025641025643,12.5,69.94,104.37517872462111,100.08578781812983,4.289390906491278,50.847457627118644,56.14035087719298,56.01596071209331,55.80357142857143,2016_1_RED_DAR,1,away_team,RED,True
2016,RMD,83.0,65.0,83,65,41.666666666666664,29.166666666666668,46.34146341463415,42.10526315789474,71.42857142857143,36.92307692307692,38.70967741935484,32.30769230769231,24.193548387096776,28.571428571428573,74.35897435897436,55.172413793103445,65.21739130434783,13.808340237503455,16.570008285004146,23.47417840375587,28.997514498757255,1.6,1.25,8.285004142502073,5.5233360950013815,5.2631578947368425,7.317073170731708,72.41999999999999,114.60922397127867,89.75421154377246,24.85501242750621,52.30769230769231,42.74193548387097,55.899784482758626,47.376093294460645,2016_1_RMD_OLY,1,home_team,OLY,True
2016,OLY,65.0,83.0,65,83,29.166666666666668,41.666666666666664,42.10526315789474,46.34146341463415,80.0,38.70967741935484,36.92307692307692,24.193548387096776,32.30769230769231,25.641025641025642,71.42857142857143,65.21739130434783,55.172413793103445,16.570008285004146,13.808340237503455,30.3783485225076,23.47417840375587,1.25,1.6,5.5233360950013815,8.285004142502073,7.317073170731708,5.2631578947368425,72.41999999999999,89.75421154377246,114.60922397127867,-24.85501242750621,42.74193548387097,52.30769230769231,47.376093294460645,55.899784482758626,2016_1_RMD_OLY,1,away_team,RMD,False
2016,BAM,89.0,86.0,89,86,41.1764705882353,23.529411764705884,56.09756097560975,53.333333333333336,95.65217391304348,29.310344827586206,27.419354838709676,39.6551724137931,48.38709677419355,25.925925925925927,52.77777777777778,70.0,50.0,13.301803133313628,10.345846881466155,36.94945314809341,31.037540644398465,2.3333333333333335,2.0,2.9559562518474727,5.911912503694945,6.666666666666667,2.4390243902439024,67.66,131.54005320721254,127.10611882944133,4.433934377771209,57.758620689655174,48.38709677419355,65.32589547856723,57.180851063829785,2016_2_BAM_KAZ,2,home_team,KAZ,True
2016,KAZ,86.0,89.0,86,89,23.529411764705884,41.1764705882353,53.333333333333336,56.09756097560975,86.66666666666667,27.419354838709676,29.310344827586206,48.38709677419355,39.6551724137931,47.22222222222222,74.07407407407408,50.0,70.0,10.345846881466155,13.301803133313628,31.037540644398465,36.94945314809341,2.0,2.3333333333333335,5.911912503694945,2.9559562518474727,2.4390243902439024,6.666666666666667,67.66,127.10611882944133,131.54005320721254,-4.433934377771209,48.38709677419355,57.758620689655174,57.180851063829785,65.32589547856723,2016_2_BAM_KAZ,2,away_team,BAM,False
2016,BAR,72.0,73.0,72,73,36.8421052631579,52.38095238095238,60.60606060606061,42.42424242424242,64.70588235294117,36.53846153846154,38.888888888888886,32.69230769230769,24.074074074074073,29.62962962962963,79.3103448275862,70.37037037037037,64.0,19.969278033794165,18.433179723502306,29.185867895545318,29.185867895545318,1.4615384615384615,1.3333333333333333,13.82488479262673,10.752688172043012,6.0606060606060606,9.090909090909092,65.1,110.59907834101384,112.1351766513057,-1.5360983102918624,58.65384615384615,56.48148148148148,60.5245460659045,61.118553248492965,2016_2_BAR_FNR,2,home_team,FNR,False
2016,FNR,73.0,72.0,73,72,52.38095238095238,36.8421052631579,42.42424242424242,60.60606060606061,92.3076923076923,38.888888888888886,36.53846153846154,24.074074074074073,32.69230769230769,20.689655172413794,70.37037037037037,64.0,70.37037037037037,18.433179723502306,19.969278033794165,29.185867895545318,29.185867895545318,1.3333333333333333,1.4615384615384615,10.752688172043012,13.82488479262673,9.090909090909092,6.0606060606060606,65.1,112.1351766513057,110.59907834101384,1.5360983102918624,56.48148148148148,58.65384615384615,61.118553248492965,60.5245460659045,2016_2_BAR_FNR,2,away_team,BAR,True
2016,CSK,81.0,77.0,81,77,37.03703703703704,36.0,58.064516129032256,48.78048780487805,75.0,46.55172413793103,37.878787878787875,34.48275862068966,21.21212121212121,24.137931034482758,68.42105263157895,64.28571428571429,62.06896551724138,15.607264472190694,14.188422247446086,24.120317820658347,34.05221339387061,1.6363636363636365,1.8,2.8376844494892173,5.6753688989784346,7.317073170731708,16.129032258064516,70.47999999999999,114.9262202043133,109.25085130533486,5.675368898978434,56.89655172413793,50.75757575757576,60.628742514970064,53.35365853658537,2016_2_CSK_PAO,2,home_team,PAO,True
